Timestamp,Time [sec],Ax [g],Timestamp,Time [sec],Ay [g],Timestamp,Time [sec],Az [g]
 21-02-22 09:12:34.632539600,0.0,-0.296630859375, 21-02-22 09:12:35.866656300,0.0,0.0439453125, 21-02-22 09:12:30.55516600,0.0,0.9228515625000001
,2.069230769230769e-05,-0.2691650390625,,2.069230769230769e-05,-0.0164794921875,,2.069230769230769e-05,0.999755859375
,4.138461538461539e-05,-0.2911376953125,,4.138461538461539e-05,0.0384521484375,,4.138461538461539e-05,0.933837890625
,6.207692307692308e-05,-0.3240966796875,,6.207692307692308e-05,0.0494384765625,,6.207692307692308e-05,0.911865234375
,8.276923076923077e-05,-0.2581787109375,,8.276923076923077e-05,0.0,,8.276923076923077e-05,0.999755859375
,0.0001034615384615385,-0.2911376953125,,0.0001034615384615385,0.032958984375,,0.0001034615384615385,0.9832763671875
,0.0001241538461538462,-0.3460693359375,,0.0001241538461538462,0.06591796875,,0.0001241538461538462,0.9228515625000001
,0.0001448461538461538,-0.252685546875,,0.0001448461538461538,0.02197265625,,0.0001448461538461538,1.0052490234375
,0.0001655384615384615,-0.2801513671875,,0.0001655384615384615,0.02197265625,,0.0001655384615384615,1.0272216796875
,0.0001862307692307692,-0.3240966796875,,0.0001862307692307692,0.0714111328125,,0.0001862307692307692,0.9228515625000001
,0.0002069230769230769,-0.252685546875,,0.0002069230769230769,0.010986328125,,0.0002069230769230769,0.999755859375
,0.0002276153846153846,-0.28564453125,,0.0002276153846153846,0.0274658203125,,0.0002276153846153846,1.021728515625
,0.0002483076923076923,-0.296630859375,,0.0002483076923076923,0.0823974609375,,0.0002483076923076923,0.9283447265625
,0.000269,-0.2581787109375,,0.000269,0.0164794921875,,0.000269,0.98876953125
,0.0002896923076923078,-0.274658203125,,0.0002896923076923078,0.0164794921875,,0.0002896923076923078,1.021728515625
,0.0003103846153846155,-0.2911376953125,,0.0003103846153846155,0.054931640625,,0.0003103846153846155,0.9283447265625
,0.0003310769230769232,-0.252685546875,,0.0003310769230769232,0.0164794921875,,0.0003310769230769232,0.9777832031250001
,0.0003517692307692309,-0.24169921875,,0.0003517692307692309,-0.0054931640625,,0.0003517692307692309,1.0162353515625
,0.0003724615384615386,-0.2911376953125,,0.0003724615384615386,0.0439453125,,0.0003724615384615386,0.9228515625000001
,0.0003931538461538464,-0.2581787109375,,0.0003931538461538464,0.0164794921875,,0.0003931538461538464,0.9393310546875
,0.0004138461538461541,-0.24169921875,,0.0004138461538461541,-0.0274658203125,,0.0004138461538461541,1.0052490234375
,0.0004345384615384618,-0.296630859375,,0.0004345384615384618,0.0439453125,,0.0004345384615384618,0.9283447265625
,0.0004552307692307695,-0.2581787109375,,0.0004552307692307695,0.0164794921875,,0.0004552307692307695,0.9063720703125
,0.0004759230769230772,-0.2362060546875,,0.0004759230769230772,-0.0604248046875,,0.0004759230769230772,1.0107421875
,0.000496615384615385,-0.2911376953125,,0.000496615384615385,0.032958984375,,0.000496615384615385,0.9283447265625
,0.0005173076923076927,-0.2691650390625,,0.0005173076923076927,0.02197265625,,0.0005173076923076927,0.9173583984375
,0.0005380000000000004,-0.2471923828125,,0.0005380000000000004,-0.0714111328125,,0.0005380000000000004,1.0052490234375
,0.0005586923076923081,-0.2801513671875,,0.0005586923076923081,0.032958984375,,0.0005586923076923081,0.9173583984375
,0.0005793846153846158,-0.2801513671875,,0.0005793846153846158,0.032958984375,,0.0005793846153846158,0.9173583984375
,0.0006000769230769236,-0.252685546875,,0.0006000769230769236,-0.0274658203125,,0.0006000769230769236,1.0107421875
,0.0006207692307692313,-0.28564453125,,0.0006207692307692313,0.0274658203125,,0.0006207692307692313,0.9228515625000001
,0.000641461538461539,-0.3076171875,,0.000641461538461539,0.032958984375,,0.000641461538461539,0.9228515625000001
,0.0006621538461538467,-0.2691650390625,,0.0006621538461538467,0.0054931640625,,0.0006621538461538467,0.999755859375
,0.0006828461538461544,-0.296630859375,,0.0006828461538461544,0.032958984375,,0.0006828461538461544,0.966796875
,0.0007035384615384622,-0.3350830078125,,0.0007035384615384622,0.0494384765625,,0.0007035384615384622,0.9173583984375
,0.0007242307692307699,-0.252685546875,,0.0007242307692307699,0.010986328125,,0.0007242307692307699,0.999755859375
,0.0007449230769230776,-0.2911376953125,,0.0007449230769230776,0.032958984375,,0.0007449230769230776,1.0162353515625
,0.0007656153846153853,-0.3350830078125,,0.0007656153846153853,0.076904296875,,0.0007656153846153853,0.933837890625
,0.000786307692307693,-0.252685546875,,0.000786307692307693,0.0164794921875,,0.000786307692307693,0.9942626953125
,0.0008070000000000008,-0.2911376953125,,0.0008070000000000008,0.032958984375,,0.0008070000000000008,1.0272216796875
,0.0008276923076923085,-0.3076171875,,0.0008276923076923085,0.0823974609375,,0.0008276923076923085,0.9228515625000001
,0.0008483846153846162,-0.2581787109375,,0.0008483846153846162,0.0164794921875,,0.0008483846153846162,0.999755859375
,0.0008690769230769239,-0.2691650390625,,0.0008690769230769239,0.02197265625,,0.0008690769230769239,1.0272216796875
,0.0008897692307692316,-0.296630859375,,0.0008897692307692316,0.06591796875,,0.0008897692307692316,0.933837890625
,0.0009104615384615394,-0.2581787109375,,0.0009104615384615394,0.0164794921875,,0.0009104615384615394,0.9832763671875
,0.0009311538461538471,-0.263671875,,0.0009311538461538471,0.010986328125,,0.0009311538461538471,1.021728515625
,0.0009518461538461548,-0.296630859375,,0.0009518461538461548,0.0384521484375,,0.0009518461538461548,0.933837890625
,0.0009725384615384625,-0.2691650390625,,0.0009725384615384625,0.0274658203125,,0.0009725384615384625,0.9613037109375
,0.0009932307692307701,-0.252685546875,,0.0009932307692307701,-0.010986328125,,0.0009932307692307701,1.021728515625
,0.001013923076923078,-0.3021240234375,,0.001013923076923078,0.0384521484375,,0.001013923076923078,0.933837890625
,0.001034615384615386,-0.2581787109375,,0.001034615384615386,0.02197265625,,0.001034615384615386,0.911865234375
,0.001055307692307693,-0.24169921875,,0.001055307692307693,-0.0494384765625,,0.001055307692307693,1.0272216796875
,0.001076000000000001,-0.296630859375,,0.001076000000000001,0.0274658203125,,0.001076000000000001,0.933837890625
,0.001096692307692309,-0.2691650390625,,0.001096692307692309,0.02197265625,,0.001096692307692309,0.9173583984375
,0.001117384615384616,-0.2471923828125,,0.001117384615384616,-0.076904296875,,0.001117384615384616,1.0162353515625
,0.001138076923076924,-0.296630859375,,0.001138076923076924,0.032958984375,,0.001138076923076924,0.9228515625000001
,0.001158769230769232,-0.28564453125,,0.001158769230769232,0.0274658203125,,0.001158769230769232,0.9173583984375
,0.00117946153846154,-0.2581787109375,,0.00117946153846154,-0.0439453125,,0.00117946153846154,1.0107421875
,0.001200153846153847,-0.296630859375,,0.001200153846153847,0.0274658203125,,0.001200153846153847,0.9228515625000001
,0.001220846153846155,-0.3076171875,,0.001220846153846155,0.0274658203125,,0.001220846153846155,0.911865234375
,0.001241538461538463,-0.2581787109375,,0.001241538461538463,0.0,,0.001241538461538463,0.999755859375
,0.00126223076923077,-0.3021240234375,,0.00126223076923077,0.0274658203125,,0.00126223076923077,0.9393310546875
,0.001282923076923078,-0.3350830078125,,0.001282923076923078,0.0439453125,,0.001282923076923078,0.9173583984375
,0.001303615384615386,-0.2691650390625,,0.001303615384615386,0.0,,0.001303615384615386,0.999755859375
,0.001324307692307694,-0.3021240234375,,0.001324307692307694,0.0274658203125,,0.001324307692307694,1.0052490234375
,0.001345000000000001,-0.3680419921875,,0.001345000000000001,0.0604248046875,,0.001345000000000001,0.9228515625000001
,0.001365692307692309,-0.263671875,,0.001365692307692309,0.0164794921875,,0.001365692307692309,0.9942626953125
,0.001386384615384617,-0.3021240234375,,0.001386384615384617,0.0164794921875,,0.001386384615384617,1.021728515625
,0.001407076923076925,-0.340576171875,,0.001407076923076925,0.087890625,,0.001407076923076925,0.9283447265625
,0.001427769230769232,-0.2691650390625,,0.001427769230769232,0.0164794921875,,0.001427769230769232,0.999755859375
,0.00144846153846154,-0.296630859375,,0.00144846153846154,0.02197265625,,0.00144846153846154,1.021728515625
,0.001469153846153848,-0.3021240234375,,0.001469153846153848,0.0604248046875,,0.001469153846153848,0.9228515625000001
,0.001489846153846155,-0.274658203125,,0.001489846153846155,0.010986328125,,0.001489846153846155,0.9942626953125
,0.001510538461538463,-0.2801513671875,,0.001510538461538463,0.010986328125,,0.001510538461538463,1.021728515625
,0.001531230769230771,-0.2911376953125,,0.001531230769230771,0.0384521484375,,0.001531230769230771,0.933837890625
